Class Label Short,File_Name,Transcript,abusive,audio_path,text,file_exists
R,H_TE_001_R_F_021_001,హిందువయ్యుండి ముస్లింని ఎలా పెంచుకుంటావ్ అంటూ హిందువులు,"[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_021_001.npy,హిందువయ్యుండి ముస్లింని ఎలా పెంచుకుంటావ్ అంటూ హిందువులు,True
R,H_TE_001_R_F_021_002,హిందూవు  ఇంట్లో ముస్లిం ఎలా పెరుగుతుందంటూ ముస్లింలు దాడులకు దిగారు ,"[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_021_002.npy,హిందూవు  ఇంట్లో ముస్లిం ఎలా పెరుగుతుందంటూ ముస్లింలు దాడులకు దిగారు ,True
R,H_TE_001_R_F_021_003,"పాపాలాల్ జైశ్రీ దంపతులు హిందువులు కావటం ఆ చిన్నారి ముస్లిం కావటంతో సమస్యలు చుట్టుముట్టాయి, పాపాలాల్ సంబంధీకులు నుంచి వేధింపులు మొదలయ్యాయి, ముస్లింనెలా పెంచుకుంటావంటూ నిలదీశారు, అటు ఒక హిందువయుండి ముస్లిం చిన్నారిని ఎలా పెంచుతావంటూ ముస్లిం పెద్దల్నుంచి బెదిరింపులు మొదలయ్యాయి, అంతే కాదు భౌతిక దాడులకు పాల్పడ్డారు, ఒకసారి ఇంటిని కూడా తగలపెట్టారు ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_021_003.npy,"పాపాలాల్ జైశ్రీ దంపతులు హిందువులు కావటం ఆ చిన్నారి ముస్లిం కావటంతో సమస్యలు చుట్టుముట్టాయి, పాపాలాల్ సంబంధీకులు నుంచి వేధింపులు మొదలయ్యాయి, ముస్లింనెలా పెంచుకుంటావంటూ నిలదీశారు, అటు ఒక హిందువయుండి ముస్లిం చిన్నారిని ఎలా పెంచుతావంటూ ముస్లిం పెద్దల్నుంచి బెదిరింపులు మొదలయ్యాయి, అంతే కాదు భౌతిక దాడులకు పాల్పడ్డారు, ఒకసారి ఇంటిని కూడా తగలపెట్టారు ",True
R,H_TE_001_R_F_021_004,"మాటల్తో మానసికంగా హింసించినా దాడులుచేసిన ముస్లీమ్ చిన్నారిని వదులుకోకపోడంతో పాపాలాల్ పై కొందరు కక్షగట్టారు, ఏకంగా పాపాలాల్ హత్యకు కుట్రపొన్నారు, బేగంబజార్ క్షత్రియలో ఉండే అల్లరిమొక్కలు జూన్ ఒకటో తేదీన పాపలాలపై కత్తులతో దాడిచేశాయి ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_021_004.npy,"మాటల్తో మానసికంగా హింసించినా దాడులుచేసిన ముస్లీమ్ చిన్నారిని వదులుకోకపోడంతో పాపాలాల్ పై కొందరు కక్షగట్టారు, ఏకంగా పాపాలాల్ హత్యకు కుట్రపొన్నారు, బేగంబజార్ క్షత్రియలో ఉండే అల్లరిమొక్కలు జూన్ ఒకటో తేదీన పాపలాలపై కత్తులతో దాడిచేశాయి ",True
R,H_TE_001_R_F_023_001,హిజాబ్ను తొలగించిన తర్వాతే విద్యార్థులు తరగతి గదులకు హాజారు కావాలి   ,"[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_023_001.npy,హిజాబ్ను తొలగించిన తర్వాతే విద్యార్థులు తరగతి గదులకు హాజారు కావాలి   ,True
R,H_TE_001_R_F_023_002,"కళాశాలలో  హిజాబ్ ధరించిన తోటి విద్యార్థులకు వ్యతిరేకంగా నిర్సన ప్రదర్శనులు నిర్వహించారు, వారికి  వ్యతిరేకంగా  కొంతమంది విద్యార్థులు కాషాయ ఖండువాలు ధరించి కళాశాల క్యాంపస్లోకి ప్రవేశించారు ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_023_002.npy,"కళాశాలలో  హిజాబ్ ధరించిన తోటి విద్యార్థులకు వ్యతిరేకంగా నిర్సన ప్రదర్శనులు నిర్వహించారు, వారికి  వ్యతిరేకంగా  కొంతమంది విద్యార్థులు కాషాయ ఖండువాలు ధరించి కళాశాల క్యాంపస్లోకి ప్రవేశించారు ",True
R,H_TE_001_R_F_028_001,"మొదటి ప్రకటనలో ముస్లింలపై ఒక ప్రకటన విడుదల చేసారు, ఏకంగా ఆ కమ్యూనిటీని గెటౌట్ అని సంబోధించారు ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_028_001.npy,"మొదటి ప్రకటనలో ముస్లింలపై ఒక ప్రకటన విడుదల చేసారు, ఏకంగా ఆ కమ్యూనిటీని గెటౌట్ అని సంబోధించారు ",True
R,H_TE_001_R_F_028_002,"ముస్లింలకు కురాన్ ముఖ్యమైందే కావచ్చు, అలాంటప్పుడు ఈ దేశం వీడి  ఇస్లాం దేశాలకు తరలిపోవాలని స్పష్టం చేసారు ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_028_002.npy,"ముస్లింలకు కురాన్ ముఖ్యమైందే కావచ్చు, అలాంటప్పుడు ఈ దేశం వీడి  ఇస్లాం దేశాలకు తరలిపోవాలని స్పష్టం చేసారు ",True
R,H_TE_001_R_F_028_003,"చైనాలో మసీదులు మూసేస్తున్నారు ముస్లింల ప్రార్ధన స్థలాల స్వరూపాన్నే మార్చేస్తున్నారు, ఈ విషయం ఎవరో చెప్పలేదు సాక్షాత్తు ఇంటర్నేషనల్ హ్యూమన్ రైట్స్ వాట్చ్ ఓ ప్రకటనలో వెళ్ళడించింది, పట్టపగలు మసీదులపై మినార్లు గుమాటలను  చైనా మరో మాట లేకుండా తొలగిస్తుంది, దశాబ్దాలుగా ముస్లింలు ప్రార్థన చేసే మసీదులును  చైనా ధ్వంసం చేస్తుంది, చైనా తమ దేశంలో అసల ముస్లిం ప్రార్ధన స్థలాల స్వరూపాన్నే పూర్తిగా మార్చేస్తుంది ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_028_003.npy,"చైనాలో మసీదులు మూసేస్తున్నారు ముస్లింల ప్రార్ధన స్థలాల స్వరూపాన్నే మార్చేస్తున్నారు, ఈ విషయం ఎవరో చెప్పలేదు సాక్షాత్తు ఇంటర్నేషనల్ హ్యూమన్ రైట్స్ వాట్చ్ ఓ ప్రకటనలో వెళ్ళడించింది, పట్టపగలు మసీదులపై మినార్లు గుమాటలను  చైనా మరో మాట లేకుండా తొలగిస్తుంది, దశాబ్దాలుగా ముస్లింలు ప్రార్థన చేసే మసీదులును  చైనా ధ్వంసం చేస్తుంది, చైనా తమ దేశంలో అసల ముస్లిం ప్రార్ధన స్థలాల స్వరూపాన్నే పూర్తిగా మార్చేస్తుంది ",True
R,H_TE_001_R_F_030_001,"తెలుగుదేశంలో మాత్రం అదే జరిగింది, పార్టీ మొత్తం కమ్మవారితో కూడా అని కాకుండా కమ్మవారితో మాత్రమే నిండిపోయింది, కులప్రార్థిపదికన తప్పనిసరిగా కొన్ని స్థానాలలో ఇతర కులాలవారికి సీట్లు ఇవ్వాల్సొచ్చి ఇవ్వడమే తప్ప తక్కిన అన్నిచోట్లా కమ్మవారే కప్పేశారు    ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_030_001.npy,"తెలుగుదేశంలో మాత్రం అదే జరిగింది, పార్టీ మొత్తం కమ్మవారితో కూడా అని కాకుండా కమ్మవారితో మాత్రమే నిండిపోయింది, కులప్రార్థిపదికన తప్పనిసరిగా కొన్ని స్థానాలలో ఇతర కులాలవారికి సీట్లు ఇవ్వాల్సొచ్చి ఇవ్వడమే తప్ప తక్కిన అన్నిచోట్లా కమ్మవారే కప్పేశారు    ",True
R,H_TE_001_R_F_030_002,"పేరుకే కొన్ని మినిస్ట్రీలు నోమినేటడ్ పోస్ట్లు బీసీలకి ఇవ్వడం వల్ల పైకి తెదేపా బీసీ పార్టీగా కనపడేది, కానీ వెనుక కీలక స్థానాల్లో నడిపేది మొత్తం కమ్మ నాయకులే  ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_030_002.npy,"పేరుకే కొన్ని మినిస్ట్రీలు నోమినేటడ్ పోస్ట్లు బీసీలకి ఇవ్వడం వల్ల పైకి తెదేపా బీసీ పార్టీగా కనపడేది, కానీ వెనుక కీలక స్థానాల్లో నడిపేది మొత్తం కమ్మ నాయకులే  ",True
R,H_TE_001_R_F_031_001,"తమ కులం వాళ్లకు మాత్రమే ఇంటిని రెంటుకు ఇస్తామని ముఖం మీదే గట్టిగ చెప్పేస్తారు, వేరే కులస్థులు మతస్థులను తమ ఇంటి నీడలోకి కూడా రానివ్వరు ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_031_001.npy,"తమ కులం వాళ్లకు మాత్రమే ఇంటిని రెంటుకు ఇస్తామని ముఖం మీదే గట్టిగ చెప్పేస్తారు, వేరే కులస్థులు మతస్థులను తమ ఇంటి నీడలోకి కూడా రానివ్వరు ",True
R,H_TE_001_R_F_031_002,ఇంటికి ఎంత అద్దె అనే మాట అడగకముందే కులం పేరు అడుగుతారు రెండో మాట మాట్లాడకముందే తమ కులంవాడికి మాత్రమే ఇంటిని అద్దెకిస్తాం చెప్తారు ,"[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_F_031_002.npy,ఇంటికి ఎంత అద్దె అనే మాట అడగకముందే కులం పేరు అడుగుతారు రెండో మాట మాట్లాడకముందే తమ కులంవాడికి మాత్రమే ఇంటిని అద్దెకిస్తాం చెప్తారు ,True
R,H_TE_001_R_M_003_001,పూర్వం వంట చేసేవాళ్లంతా సూద్రులే బ్రాహ్మణులెవ్వరూ వంట చేసేవారు కాదు బ్రాహ్మణులింట్లో కూడా సూద్రుడు వంట చేసేవారు  ,"[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_M_003_001.npy,పూర్వం వంట చేసేవాళ్లంతా సూద్రులే బ్రాహ్మణులెవ్వరూ వంట చేసేవారు కాదు బ్రాహ్మణులింట్లో కూడా సూద్రుడు వంట చేసేవారు  ,True
R,H_TE_001_R_M_003_002,"ఎం మొహమాటం లేదు ఇంద్లో, వంట చేసేపని సూద్రుడిది బ్రాహ్మణులది  కాదు. అంచేత వంటబ్రాహ్మణుడు అనే తప్పు వంటసూద్రుడే రైటు ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_M_003_002.npy,"ఎం మొహమాటం లేదు ఇంద్లో, వంట చేసేపని సూద్రుడిది బ్రాహ్మణులది  కాదు. అంచేత వంటబ్రాహ్మణుడు అనే తప్పు వంటసూద్రుడే రైటు ",True
R,H_TE_001_R_M_003_003,"సూద్రుడవైతే తప్ప అర్హత లేదు, నేను బ్రాహ్మణుడిని వంట చేస్తా అంటే యు ఆర్ ణొట్ ఫిట్ , ఇట్ ఈజ్ రేజర్వ్డ్ అని చెప్పేస్తారు వెంటనే. అది రిజర్వేషన్  లో  ఉద్యోగo, నువ్వంటే ఎలాగా . ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_M_003_003.npy,"సూద్రుడవైతే తప్ప అర్హత లేదు, నేను బ్రాహ్మణుడిని వంట చేస్తా అంటే యు ఆర్ ణొట్ ఫిట్ , ఇట్ ఈజ్ రేజర్వ్డ్ అని చెప్పేస్తారు వెంటనే. అది రిజర్వేషన్  లో  ఉద్యోగo, నువ్వంటే ఎలాగా . ",True
R,H_TE_001_R_M_004_001,"సూద్రులంటే మన దాసీయులు అని అనుకుంటే, దళితులంటే మన యుద్ధ ఖైధీలాంటివాళ్ళు. యుద్ధఖైధీల్ని మనం హీనంగా చూసిన హింసించినా వాళ్ళకి అడిగే దిక్కు లేదు.    ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_M_004_001.npy,"సూద్రులంటే మన దాసీయులు అని అనుకుంటే, దళితులంటే మన యుద్ధ ఖైధీలాంటివాళ్ళు. యుద్ధఖైధీల్ని మనం హీనంగా చూసిన హింసించినా వాళ్ళకి అడిగే దిక్కు లేదు.    ",True
R,H_TE_001_R_M_004_002,"ఎవ్వరూ చేయని హీనమైన పనులు, లైక్ బాత్రూమ్స్ లోని ఎస్క్రీటా ని క్లీన్ చేయడానికి, ఊరిలో ఏ జీవి చనిపోయినా కుళ్లిపోయినా తీయడానికి, వాళ్ళ డ్రైనేజస్ చెత్తాచెదారం క్లీన్ చేయడానికి ఈ దళితులు ఉంన్నారనే","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_M_004_002.npy,"ఎవ్వరూ చేయని హీనమైన పనులు, లైక్ బాత్రూమ్స్ లోని ఎస్క్రీటా ని క్లీన్ చేయడానికి, ఊరిలో ఏ జీవి చనిపోయినా కుళ్లిపోయినా తీయడానికి, వాళ్ళ డ్రైనేజస్ చెత్తాచెదారం క్లీన్ చేయడానికి ఈ దళితులు ఉంన్నారనే",True
R,H_TE_001_R_M_005_001,"శ్రీకృష్ణుడి జన్మస్థలం డేటు టైంతో సహా నేన్ చెప్తాను నక్షత్రం అన్నిట్లతో సహా నువ్వీట్లని చెప్పగలుగుతావా, తీయ్ నాక్ యిప్డు చూపించు. అవునండి. నాదగ్ర భగవద్గీత లేదు నేన్ చూపింతాను నీ దగ్ర బైబులుటుంది కదా నువ్ తీసి చూపించు. అవునండి, నేను ఏసుప్రభువు నిజమైన దేవుడూ నాక్ తెల్సు ఆ విష్యం చెపుత్నాను. నీకు తెలుస్తుంకాదు, ఏసు పుట్టాడంటున్నావ్ కదా, పుట్టిన డేట్ చూపించు నాకు ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_M_005_001.npy,"శ్రీకృష్ణుడి జన్మస్థలం డేటు టైంతో సహా నేన్ చెప్తాను నక్షత్రం అన్నిట్లతో సహా నువ్వీట్లని చెప్పగలుగుతావా, తీయ్ నాక్ యిప్డు చూపించు. అవునండి. నాదగ్ర భగవద్గీత లేదు నేన్ చూపింతాను నీ దగ్ర బైబులుటుంది కదా నువ్ తీసి చూపించు. అవునండి, నేను ఏసుప్రభువు నిజమైన దేవుడూ నాక్ తెల్సు ఆ విష్యం చెపుత్నాను. నీకు తెలుస్తుంకాదు, ఏసు పుట్టాడంటున్నావ్ కదా, పుట్టిన డేట్ చూపించు నాకు ",True
R,H_TE_001_R_M_005_002,"ఒక డేటు మీరు నిర్ణయించాలి ఒక డేటు చూడాలంటే క్రీస్తుపూర్వం క్రీస్తుశకం అన్నారు. అదేంటది క్రీస్తుపూర్వం క్రీస్తుశకం ఏంటి. ఒక్కనిమషం ఒక్కనిమషం ఒక్కనిమషం, క్రీస్తుశకం అంటే ఏంటి క్రీస్తుపూర్వం అంటే ఏంటి క్రీస్తుకి పూర్వం కూడా లోకం ఉందికదా. ఆ ఉంది. జనాభా ఉన్నారుకదా.ఉన్నారు. అప్పుడికీ కొన్ని మతాలున్నాయ్ కదా, మరింక క్రీస్తు ఎక్కడ్నించి ఓచినట్టు. భూమి అప్డు గుర్తొచ్చిందా యేసుకి ","[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_M_005_002.npy,"ఒక డేటు మీరు నిర్ణయించాలి ఒక డేటు చూడాలంటే క్రీస్తుపూర్వం క్రీస్తుశకం అన్నారు. అదేంటది క్రీస్తుపూర్వం క్రీస్తుశకం ఏంటి. ఒక్కనిమషం ఒక్కనిమషం ఒక్కనిమషం, క్రీస్తుశకం అంటే ఏంటి క్రీస్తుపూర్వం అంటే ఏంటి క్రీస్తుకి పూర్వం కూడా లోకం ఉందికదా. ఆ ఉంది. జనాభా ఉన్నారుకదా.ఉన్నారు. అప్పుడికీ కొన్ని మతాలున్నాయ్ కదా, మరింక క్రీస్తు ఎక్కడ్నించి ఓచినట్టు. భూమి అప్డు గుర్తొచ్చిందా యేసుకి ",True
R,H_TE_001_R_M_005_003,ఏసుప్రభు నిజమైన దేవుడు అని చెప్తాకే వచ్చాను నేను. ఛీ తీయ్ బండి తీయ్ ,"[0.0, 0.0, 0.0, 0.0, 1.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_001_R_M_005_003.npy,ఏసుప్రభు నిజమైన దేవుడు అని చెప్తాకే వచ్చాను నేను. ఛీ తీయ్ బండి తీయ్ ,True
